Number,Registration,Details,same_as_wikidata_marcas,Product,same_as_wikidata_combustibles,Odometer,Distance,Unit,same_as_wikidata_medidas,MPG
1483,YL63CCE,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,61576,7913,mile,https://wikidata.org/entity/Q253276,38.95
1484,YL63CCF,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,37727,3129,mile,https://wikidata.org/entity/Q253276,29.58
1486,YG14SBO,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,70040,7560,mile,https://wikidata.org/entity/Q253276,39.04
1496,FV69ZTU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,1713,1623,mile,https://wikidata.org/entity/Q253276,27.11
1497,FV69ZZS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,4026,3928,mile,https://wikidata.org/entity/Q253276,26.94
1498,FT69AVK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,1397,1309,mile,https://wikidata.org/entity/Q253276,23.21
1501,YL63CCJ,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,42202,4002,mile,https://wikidata.org/entity/Q253276,34.12
1502,YL63CCK,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,38348,3966,mile,https://wikidata.org/entity/Q253276,33.16
1503,YL63CCN,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,59864,7951,mile,https://wikidata.org/entity/Q253276,38.32
1504,YF63HBX,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,65357,6436,mile,https://wikidata.org/entity/Q253276,31.25
1505,YL63CEA,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,51549,3552,mile,https://wikidata.org/entity/Q253276,34.37
1506,YL63CEN,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,59222,5683,mile,https://wikidata.org/entity/Q253276,33.22
1507,YL63CEO,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,64511,7482,mile,https://wikidata.org/entity/Q253276,33.84
1508,YL63CEU,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,49411,4226,mile,https://wikidata.org/entity/Q253276,28.89
1509,YL63CEV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,74304,1604,mile,https://wikidata.org/entity/Q253276,24.83
1510,YL63CEX,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,34947,2308,mile,https://wikidata.org/entity/Q253276,29.71
1511,YL63CEY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,52081,5694,mile,https://wikidata.org/entity/Q253276,34.77
1512,YL63CFA,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,56868,6688,mile,https://wikidata.org/entity/Q253276,36.01
1513,YL63CHK,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,46285,4993,mile,https://wikidata.org/entity/Q253276,34.71
1514,YL63CHN,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,53290,3135,mile,https://wikidata.org/entity/Q253276,41.69
1515,YL63CHO,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,37570,3915,mile,https://wikidata.org/entity/Q253276,31.35
1516,YL63CHV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,36115,3840,mile,https://wikidata.org/entity/Q253276,30.4
1517,YL63CHX,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,75578,6836,mile,https://wikidata.org/entity/Q253276,34.12
1518,YL63CHY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,50607,3686,mile,https://wikidata.org/entity/Q253276,29.32
1519,YA14WSF,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,98358,13254,mile,https://wikidata.org/entity/Q253276,27.45
1520,YF15ZHP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34474,5368,mile,https://wikidata.org/entity/Q253276,25.08
1521,YB15DMU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48591,9778,mile,https://wikidata.org/entity/Q253276,28.51
1522,YF15ZGC,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,27516,5612,mile,https://wikidata.org/entity/Q253276,22.22
1523,YB15DNJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34647,7524,mile,https://wikidata.org/entity/Q253276,26.43
1524,YB15DKD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41480,4865,mile,https://wikidata.org/entity/Q253276,23.43
1525,YB15DKF,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,51415,9897,mile,https://wikidata.org/entity/Q253276,29.79
1526,YB15DKJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34990,11171,mile,https://wikidata.org/entity/Q253276,32.89
1527,YF15ZFZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49008,10092,mile,https://wikidata.org/entity/Q253276,29.44
1528,YB15DLF,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,30163,5792,mile,https://wikidata.org/entity/Q253276,26.97
1529,YE15VNW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,47502,6887,mile,https://wikidata.org/entity/Q253276,24.78
1530,YB15DND,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,25807,5705,mile,https://wikidata.org/entity/Q253276,27.85
1531,YB15DKV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48442,10473,mile,https://wikidata.org/entity/Q253276,28.79
1532,YF15LLW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,31835,6724,mile,https://wikidata.org/entity/Q253276,26.4
1533,YF15LSE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41249,7775,mile,https://wikidata.org/entity/Q253276,23.22
1534,YB15DMY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,29144,4742,mile,https://wikidata.org/entity/Q253276,26.67
1535,YB15DKX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,25270,5206,mile,https://wikidata.org/entity/Q253276,28.57
1536,YB15DLK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,30814,6137,mile,https://wikidata.org/entity/Q253276,25.19
1537,YB15DNO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,40670,7696,mile,https://wikidata.org/entity/Q253276,26.32
1538,YB15DLY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,20290,4011,mile,https://wikidata.org/entity/Q253276,22.63
1539,YF15LWD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,40290,4664,mile,https://wikidata.org/entity/Q253276,24.92
1540,YB15DLZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,22650,1817,mile,https://wikidata.org/entity/Q253276,28.09
1541,YF15LLA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,60210,17482,mile,https://wikidata.org/entity/Q253276,31.24
1542,YF15LMJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41569,8343,mile,https://wikidata.org/entity/Q253276,28.1
1543,YF15LUD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,37939,5471,mile,https://wikidata.org/entity/Q253276,27.02
1544,YF15LJN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,42824,8002,mile,https://wikidata.org/entity/Q253276,25.43
1545,YF15LRJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,37564,7852,mile,https://wikidata.org/entity/Q253276,28.74
1546,YF15LPE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48721,5650,mile,https://wikidata.org/entity/Q253276,30.46
1547,YF15LWO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34209,5549,mile,https://wikidata.org/entity/Q253276,29.37
1548,YF15LJY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,33797,7631,mile,https://wikidata.org/entity/Q253276,26.33
1549,YE15VFD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,50942,10481,mile,https://wikidata.org/entity/Q253276,25.25
1550,YF15LNU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,54287,8777,mile,https://wikidata.org/entity/Q253276,30.8
1551,YF15LKN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,42045,7352,mile,https://wikidata.org/entity/Q253276,29.77
1552,YF15LLK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,27958,5419,mile,https://wikidata.org/entity/Q253276,26.57
1553,YF15LWU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,37362,4042,mile,https://wikidata.org/entity/Q253276,28.31
1554,YF15LKJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,123754,20033,mile,https://wikidata.org/entity/Q253276,32.72
1555,YF15LKE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,58274,12374,mile,https://wikidata.org/entity/Q253276,28.94
1556,YF15LLV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,38440,10186,mile,https://wikidata.org/entity/Q253276,29.29
1557,YB15ZZN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49696,12074,mile,https://wikidata.org/entity/Q253276,31.54
1558,YA15AHL,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,39370,7754,mile,https://wikidata.org/entity/Q253276,22.97
1559,YA15GPO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,36482,7148,mile,https://wikidata.org/entity/Q253276,29.52
1560,YA15GPK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,27690,4933,mile,https://wikidata.org/entity/Q253276,25.15
1561,YF15LNW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,47026,10541,mile,https://wikidata.org/entity/Q253276,29.43
1562,YJ16EGW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,19686,4899,mile,https://wikidata.org/entity/Q253276,26.84
1563,YJ16EGM,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41357,8435,mile,https://wikidata.org/entity/Q253276,29.5
1564,YJ16EJR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,12963,2383,mile,https://wikidata.org/entity/Q253276,25.48
1565,YJ16MTS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,19944,5174,mile,https://wikidata.org/entity/Q253276,26.94
1566,YJ16EJP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,24987,7047,mile,https://wikidata.org/entity/Q253276,26.28
1567,YJ16EGS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,32271,7820,mile,https://wikidata.org/entity/Q253276,27.04
1568,YJ16MTP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,21813,6099,mile,https://wikidata.org/entity/Q253276,21.29
1569,YJ16MTC,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,35683,4775,mile,https://wikidata.org/entity/Q253276,27.42
1570,YJ16MSS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,23367,4696,mile,https://wikidata.org/entity/Q253276,29.87
1571,YJ16MSW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,38564,9928,mile,https://wikidata.org/entity/Q253276,34.9
1572,YJ16EEK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,22953,6942,mile,https://wikidata.org/entity/Q253276,27.88
1573,YJ16CBK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,22770,4996,mile,https://wikidata.org/entity/Q253276,23.51
1574,YJ16CBZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,39314,6758,mile,https://wikidata.org/entity/Q253276,27.6
1575,YJ16MSZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,17692,5448,mile,https://wikidata.org/entity/Q253276,30.81
1576,YJ16EGT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,23572,5989,mile,https://wikidata.org/entity/Q253276,28.52
1577,YJ16EJT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,21341,5702,mile,https://wikidata.org/entity/Q253276,32.08
1578,YJ16EJS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,24977,6512,mile,https://wikidata.org/entity/Q253276,29.02
1579,YJ16MTL,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,22567,6620,mile,https://wikidata.org/entity/Q253276,26.63
1580,YJ16MTW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,31867,8430,mile,https://wikidata.org/entity/Q253276,30.1
1581,YJ16EGA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,28573,6774,mile,https://wikidata.org/entity/Q253276,28.73
1582,YJ16MSR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,33953,5869,mile,https://wikidata.org/entity/Q253276,25.29
1583,YJ16MUR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,26921,6654,mile,https://wikidata.org/entity/Q253276,32.83
1584,YJ16MSP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,42347,13135,mile,https://wikidata.org/entity/Q253276,33.3
1585,YJ16EJB,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,25948,6619,mile,https://wikidata.org/entity/Q253276,26.42
1586,YJ16EHA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,45548,11917,mile,https://wikidata.org/entity/Q253276,28.69
1587,YJ16EED,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,30936,7107,mile,https://wikidata.org/entity/Q253276,28.27
1588,YJ16MTR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,59914,15734,mile,https://wikidata.org/entity/Q253276,32.53
1589,YL16XLX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,19172,1805,mile,https://wikidata.org/entity/Q253276,22.32
1590,YL16ZXD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,27030,12107,mile,https://wikidata.org/entity/Q253276,30.73
1591,YL16ZYA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,32583,8807,mile,https://wikidata.org/entity/Q253276,30.27
1592,YL16ZXB,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41587,10591,mile,https://wikidata.org/entity/Q253276,29.99
1593,YL16XVT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,22746,3958,mile,https://wikidata.org/entity/Q253276,29.31
1594,YL16ZXE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,40915,12506,mile,https://wikidata.org/entity/Q253276,33.56
1595,YD16MGT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,30765,7539,mile,https://wikidata.org/entity/Q253276,28.51
1596,YL16ZXW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,38573,10592,mile,https://wikidata.org/entity/Q253276,30.92
1597,YH66UPG,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,40599,14695,mile,https://wikidata.org/entity/Q253276,30.74
1598,YH66UPF,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,19180,5885,mile,https://wikidata.org/entity/Q253276,26.97
1599,YH66URE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,29188,8291,mile,https://wikidata.org/entity/Q253276,26.97
1600,YH66UPJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,42926,12106,mile,https://wikidata.org/entity/Q253276,32.89
1602,YL66AWR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,23505,6296,mile,https://wikidata.org/entity/Q253276,33.13
1605,MH68FWL,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,4304,3858,mile,https://wikidata.org/entity/Q253276,26.59
1606,MH68FWK,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,3010,2539,mile,https://wikidata.org/entity/Q253276,18.82
1607,MH68FWG,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7028,6953,mile,https://wikidata.org/entity/Q253276,31.05
1608,ML19HKY,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5017,4938,mile,https://wikidata.org/entity/Q253276,27.18
1609,MH68FWE,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7126,6316,mile,https://wikidata.org/entity/Q253276,27.55
1610,MH68FWD,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5535,5057,mile,https://wikidata.org/entity/Q253276,28.1
1611,MH68FWC,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7382,6896,mile,https://wikidata.org/entity/Q253276,28.74
1612,MH68FWB,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,6568,6078,mile,https://wikidata.org/entity/Q253276,31.94
1613,MH68FWA,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,3365,2841,mile,https://wikidata.org/entity/Q253276,25.61
1614,MH68FVY,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,18033,17179,mile,https://wikidata.org/entity/Q253276,32.34
1615,MH68FVZ,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,4780,3998,mile,https://wikidata.org/entity/Q253276,26.22
1616,ML19HMF,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5158,4532,mile,https://wikidata.org/entity/Q253276,22.8
1617,ML19HPJ,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,6461,5786,mile,https://wikidata.org/entity/Q253276,25.04
1618,ML19HPK,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,11398,9898,mile,https://wikidata.org/entity/Q253276,24.24
1619,ML19HMG,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,6710,6273,mile,https://wikidata.org/entity/Q253276,28.93
1620,ML19HKX,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,10681,10236,mile,https://wikidata.org/entity/Q253276,32.54
1622,MH68FVR,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5429,4929,mile,https://wikidata.org/entity/Q253276,21.84
1623,ML19HKV,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,11978,10971,mile,https://wikidata.org/entity/Q253276,32.66
1624,ML19HPF,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7928,7386,mile,https://wikidata.org/entity/Q253276,27.08
1625,MH68FVN,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,10792,9870,mile,https://wikidata.org/entity/Q253276,30.26
1626,ML19HME,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5393,4748,mile,https://wikidata.org/entity/Q253276,25.43
1627,ML19HKT,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,11906,11368,mile,https://wikidata.org/entity/Q253276,30.65
1628,ML19HNV,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,11349,10918,mile,https://wikidata.org/entity/Q253276,29.9
1629,ML19HNU,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,3474,3323,mile,https://wikidata.org/entity/Q253276,23.79
1630,ML19HNT,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,9540,8138,mile,https://wikidata.org/entity/Q253276,27.1
1631,ML19HNR,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,4156,3736,mile,https://wikidata.org/entity/Q253276,25.44
1632,ML19HPC,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,4566,4068,mile,https://wikidata.org/entity/Q253276,25.29
1633,ML19HNP,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5425,5079,mile,https://wikidata.org/entity/Q253276,27.58
1634,ML19HNO,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,11130,11054,mile,https://wikidata.org/entity/Q253276,33.89
1635,ML19HNN,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,19072,18518,mile,https://wikidata.org/entity/Q253276,32.07
1636,MH68FVA,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5684,5191,mile,https://wikidata.org/entity/Q253276,28.15
1637,ML19HNM,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,9452,8910,mile,https://wikidata.org/entity/Q253276,24.72
1638,ML19HNK,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7210,7096,mile,https://wikidata.org/entity/Q253276,31.68
1640,ML19HNH,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,8331,8256,mile,https://wikidata.org/entity/Q253276,29.19
1641,ML19HPE,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,5965,5895,mile,https://wikidata.org/entity/Q253276,24.97
1644,ML19HMV,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,9457,9377,mile,https://wikidata.org/entity/Q253276,30.35
1646,ML19HMV,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,10176,10097,mile,https://wikidata.org/entity/Q253276,30.91
1647,ML19HNE,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7290,7215,mile,https://wikidata.org/entity/Q253276,30.18
1648,ML19HND,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,10261,10182,mile,https://wikidata.org/entity/Q253276,31.07
1649,ML19HNC,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,4714,4627,mile,https://wikidata.org/entity/Q253276,31.62
1650,ML19HNB,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,4285,4205,mile,https://wikidata.org/entity/Q253276,28.44
1651,ML19HNA,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,6262,6169,mile,https://wikidata.org/entity/Q253276,26.62
1652,ML19HMZ,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,10415,10336,mile,https://wikidata.org/entity/Q253276,31.73
1653,ML19HMY,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,10459,9898,mile,https://wikidata.org/entity/Q253276,30.44
1654,ML19HMX,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,8055,7570,mile,https://wikidata.org/entity/Q253276,25.34
1655,MH68FTT,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,6419,5454,mile,https://wikidata.org/entity/Q253276,28.52
1656,MH68FTP,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,15360,14441,mile,https://wikidata.org/entity/Q253276,26.17
1657,ML19HMK,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,13098,13021,mile,https://wikidata.org/entity/Q253276,30.05
1658,ML19HMJ,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7097,7013,mile,https://wikidata.org/entity/Q253276,28.59
1659,ML19HMH,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,7407,7333,mile,https://wikidata.org/entity/Q253276,35.39
1739,YF13HZJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,39837,4721,mile,https://wikidata.org/entity/Q253276,25.93
1740,YB13VYK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,65366,5614,mile,https://wikidata.org/entity/Q253276,27.65
1741,YF13WXN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,56019,7651,mile,https://wikidata.org/entity/Q253276,27.2
1742,YF13WYO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,70288,5951,mile,https://wikidata.org/entity/Q253276,24.78
1749,YF13TKX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,77750,4244,mile,https://wikidata.org/entity/Q253276,25.09
1750,YL63CMY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,71419,8612,mile,https://wikidata.org/entity/Q253276,28.44
